District_Name,Market_Name,Month,Year,Rain,Modal_Price
MYSURU,K.R.Nagar,May,2018,238.1,500
MYSURU,K.R.Nagar,January,2018,0,545
MYSURU,K.R.Nagar,September,2016,37.5,550
MYSURU,K.R.Nagar,April,2020,50,600
MYSURU,K.R.Nagar,November,2020,36,950
MYSURU,K.R.Nagar,August,2020,138.5,950
MYSURU,K.R.Nagar,August,2015,70.91,1000
MYSURU,K.R.Nagar,July,2016,37.5,1000
MYSURU,K.R.Nagar,February,2016,10.54,1000
MYSURU,K.R.Nagar,January,2015,0,1000
MYSURU,K.R.Nagar,February,2017,27.4,1000
MYSURU,K.R.Nagar,July,2016,37.5,1000
MYSURU,K.R.Nagar,November,2016,37.5,1000
MYSURU,K.R.Nagar,June,2017,85.32,1000
MYSURU,K.R.Nagar,June,2017,85.32,1000
MYSURU,K.R.Nagar,May,2020,128.4,1000
MYSURU,K.R.Nagar,August,2015,70.91,1000
MYSURU,K.R.Nagar,May,2015,70.91,1222
MYSURU,K.R.Nagar,August,2019,342.6,1500
MYSURU,K.R.Nagar,June,2016,37.5,1500
MYSURU,K.R.Nagar,July,2017,85.32,1500
MYSURU,K.R.Nagar,July,2017,85.32,2000
MYSURU,K.R.Nagar,December,2017,85.32,3333
CHIKKAMAGALURU,Kadur,April,2020,55.9,535
CHIKKAMAGALURU,Kadur,January,2020,0,666
CHIKKAMAGALURU,Kadur,April,2020,55.9,500
CHIKKAMAGALURU,Kadur,March,2020,7.8,625
CHIKKAMAGALURU,Kadur,December,2020,20.2,714
CHIKKAMAGALURU,Kadur,January,2020,0,666
CHIKKAMAGALURU,Kadur,February,2020,0,789
CHIKKAMAGALURU,Kadur,January,2020,0,1000
CHIKKAMAGALURU,Kadur,January,2020,0,1000
CHIKKAMAGALURU,Kadur,December,2019,38.3,1111
CHIKKAMAGALURU,Kadur,November,2019,21.5,1250
CHIKKAMAGALURU,Kadur,October,2019,404.9,1428
CHIKKAMAGALURU,Kadur,January,2020,0,1250
CHIKKAMAGALURU,Kadur,October,2019,404.9,1470
KOLAR,Kolar,September,2019,127,733
KOLAR,Kolar,October,2018,75,734
KOLAR,Kolar,February,2019,46.2,734
KOLAR,Kolar,October,2016,52.7,934
KOLAR,Kolar,May,2017,97.33,1000
KOLAR,Kolar,October,2018,75,768
KOLAR,Kolar,August,2019,82.7,833
KOLAR,Kolar,August,2019,82.7,833
KOLAR,Kolar,September,2015,207.22,800
KOLAR,Kolar,September,2016,52.7,1067
KOLAR,Kolar,September,2016,52.7,1200
KOLAR,Kolar,January,2015,0.37,600
KOLAR,Kolar,June,2018,42.9,934
KOLAR,Kolar,August,2019,82.7,967
KOLAR,Kolar,December,2018,6.3,967
KOLAR,Kolar,August,2019,82.7,1167
KOLAR,Kolar,July,2018,42.3,1234
KOLAR,Kolar,October,2019,165.9,1467
KOLAR,Kolar,March,2017,45.4,1400
KOLAR,Kolar,January,2017,0.92,1334
KOLAR,Kolar,July,2018,42.3,1200
KOLAR,Kolar,June,2017,97.33,2334
KOLAR,Kolar,June,2020,76.9,833
KOLAR,Kolar,November,2019,19.9,846
KOLAR,Kolar,October,2016,52.7,1134
KOLAR,Kolar,January,2015,0.37,733
KOLAR,Kolar,July,2018,42.3,1067
KOLAR,Kolar,March,2017,45.4,1667
KOLAR,Kolar,April,2019,75.5,1167
KOLAR,Kolar,August,2019,82.7,1200
KOLAR,Kolar,March,2017,45.4,1667
KOLAR,Kolar,June,2020,76.9,1300
KOLAR,Kolar,November,2017,97.33,1667
KOLAR,Kolar,June,2020,76.9,1533
KOLAR,Kolar,January,2015,0.37,800
KOLAR,Kolar,September,2015,207.22,1400
KOLAR,Kolar,October,2015,207.22,1434
KOLAR,Kolar,December,2015,207.22,1600
KOLAR,Kolar,October,2016,52.7,2000
KOLAR,Kolar,May,2016,52.7,2134
KOLAR,Kolar,December,2020,29.4,1200
KOLAR,Kolar,August,2020,118.2,1333
KOLAR,Kolar,August,2020,118.2,1467
KOLAR,Kolar,May,2019,96.6,1933
KOLAR,Kolar,July,2020,327.5,1733
KOLAR,Kolar,July,2017,97.33,4333
KOLAR,Kolar,November,2017,97.33,1800
KOLAR,Kolar,November,2017,97.33,1934
KOLAR,Kolar,December,2017,97.33,1934
KOLAR,Kolar,September,2017,97.33,2267
KOLAR,Kolar,October,2017,97.33,2000
KOLAR,Kolar,November,2017,97.33,2000
KOLAR,Kolar,July,2015,207.22,1130
KOLAR,Kolar,June,2016,52.7,2334
KOLAR,Kolar,November,2020,140.6,1400
CHIKKAMAGALURU,Kadur,November,2020,32.7,1904
CHIKKAMAGALURU,Kadur,September,2020,370.3,1831
CHIKKAMAGALURU,Kadur,October,2020,161.2,2520
CHIKKAMAGALURU,Kadur,October,2020,161.2,3174
BENGALURU URBAN,Kanakapura,May,2020,90.7,600
BENGALURU URBAN,Kanakapura,May,2020,90.7,700
BENGALURU URBAN,Kanakapura,October,2018,86.3,700
BENGALURU URBAN,Kanakapura,April,2019,27.4,700
BENGALURU URBAN,Kanakapura,April,2019,27.4,700
BENGALURU URBAN,Kanakapura,February,2019,31.8,700
BENGALURU URBAN,Kanakapura,April,2020,106.3,900
BENGALURU URBAN,Kanakapura,June,2018,71.1,800
BENGALURU URBAN,Kanakapura,December,2018,5.9,800
BENGALURU URBAN,Kanakapura,November,2018,16.4,850
BENGALURU URBAN,Kanakapura,December,2020,11.6,950
BENGALURU URBAN,Kanakapura,June,2018,71.1,1000
BENGALURU URBAN,Kanakapura,June,2018,71.1,1000
BENGALURU URBAN,Kanakapura,December,2020,11.6,1100
BENGALURU URBAN,Kanakapura,June,2020,131.5,1150
BENGALURU URBAN,Kanakapura,June,2020,131.5,1200
BENGALURU URBAN,Kanakapura,June,2020,131.5,1250
BENGALURU URBAN,Kanakapura,June,2020,131.5,1300
BENGALURU URBAN,Kanakapura,March,2017,58.28,2200
BENGALURU URBAN,Kanakapura,September,2020,235.2,2200
BENGALURU URBAN,Kanakapura,June,2020,131.5,2200
BENGALURU URBAN,Kanakapura,May,2017,103.68,500
BENGALURU URBAN,Kanakapura,February,2015,11.13,800
BENGALURU URBAN,Kanakapura,April,2015,8.01,1000
BENGALURU URBAN,Kanakapura,July,2015,49.8,1500
BENGALURU URBAN,Kanakapura,June,2015,49.8,1700
BENGALURU URBAN,Kanakapura,July,2015,49.8,1800
BENGALURU URBAN,Kanakapura,December,2015,49.8,2100
BENGALURU URBAN,Kanakapura,May,2015,49.8,2000
BENGALURU URBAN,Kanakapura,May,2015,49.8,2800
KOLAR,Kolar,May,2018,134.5,480
KOLAR,Kolar,January,2018,0,487
KOLAR,Kolar,December,2018,6.3,633
KOLAR,Kolar,January,2018,0,434
KOLAR,Kolar,June,2018,42.9,767
KOLAR,Kolar,May,2020,91.9,533
KOLAR,Kolar,April,2019,75.5,1000
KOLAR,Kolar,April,2019,75.5,1166
KOLAR,Kolar,April,2019,75.5,1333
KOLAR,Kolar,November,2018,11.9,600
KOLAR,Kolar,May,2018,134.5,934
KOLAR,Kolar,September,2018,113.3,667
KOLAR,Kolar,August,2018,41.3,667
KOLAR,Kolar,November,2018,11.9,733
KOLAR,Kolar,June,2018,42.9,834
KOLAR,Kolar,January,2019,6.7,1000
KOLAR,Kolar,August,2019,82.7,1000
KOLAR,Kolar,August,2019,82.7,1000
KOLAR,Kolar,January,2019,6.7,1013
KOLAR,Kolar,December,2020,29.4,1467
KOLAR,Kolar,November,2020,140.6,1533
KOLAR,Kolar,July,2019,36.1,1800
KOLAR,Kolar,October,2020,161.3,1533
KOLAR,Kolar,December,2015,207.22,2667
KOLAR,Kolar,May,2019,96.6,2000
KOLAR,Kolar,May,2019,96.6,2000
KOLAR,Kolar,June,2019,68.9,2000
KOLAR,Kolar,October,2017,97.33,2033
KOLAR,Kolar,June,2016,52.7,2334
KOLAR,Kolar,May,2019,96.6,2333
KOLAR,Kolar,November,2017,97.33,2334
KOLAR,Kolar,August,2017,97.33,2500
KOLAR,Kolar,June,2015,207.22,1200
KOLAR,Kolar,April,2015,19.8,1266
KOLAR,Kolar,January,2016,0.76,3000
KOLAR,Kolar,August,2017,97.33,2787
KOLAR,Kolar,June,2015,207.22,1400
KOLAR,Kolar,October,2020,161.3,1733
KOLAR,Kolar,May,2016,52.7,3334
KOLAR,Kolar,January,2016,0.76,3667
KOLAR,Kolar,January,2015,0.37,800
MANDYA,Maddur,August,2016,39.47,400
KOLAR,Malur,February,2017,16.18,1500
KOLAR,Malur,December,2017,97.33,400
KOLAR,Malur,March,2015,156.99,500
KOLAR,Malur,November,2016,52.7,500
KOLAR,Malur,September,2016,52.7,540
KOLAR,Malur,August,2016,52.7,530
KOLAR,Malur,January,2018,0,1000
KOLAR,Malur,August,2015,207.22,955
KOLAR,Malur,August,2015,207.22,1030
KOLAR,Malur,August,2015,207.22,896
KOLAR,Malur,July,2015,207.22,1000
KOLAR,Malur,February,2020,0,1000
KOLAR,Malur,January,2019,6.7,1000
KOLAR,Malur,November,2019,19.9,1000
KOLAR,Malur,May,2016,52.7,1000
KOLAR,Malur,June,2018,42.9,1000
KOLAR,Malur,December,2018,6.3,1000
KOLAR,Malur,September,2015,207.22,1085
KOLAR,Malur,November,2015,207.22,1000
KOLAR,Malur,October,2017,97.33,2500
KOLAR,Malur,January,2016,0.76,1000
KOLAR,Malur,December,2019,18,1000
KOLAR,Malur,September,2020,178.7,1000
KOLAR,Malur,December,2015,207.22,1000
KOLAR,Malur,February,2020,0,1333
KOLAR,Malur,January,2020,0,1000
KOLAR,Malur,November,2019,19.9,1000
KOLAR,Malur,March,2015,156.99,1300
KOLAR,Malur,December,2019,18,1200
KOLAR,Malur,January,2020,0,1600
KOLAR,Malur,August,2020,118.2,1894
KOLAR,Malur,July,2020,327.5,2000
KOLAR,Malur,August,2020,118.2,2000
KOLAR,Malur,September,2019,127,1888
KOLAR,Kolar,July,2018,42.3,1034
KOLAR,Kolar,April,2019,75.5,1100
KOLAR,Kolar,January,2019,6.7,1167
KOLAR,Kolar,July,2018,42.3,1167
KOLAR,Kolar,February,2019,46.2,1200
KOLAR,Kolar,December,2018,6.3,1233
KOLAR,Kolar,August,2019,82.7,1433
KOLAR,Kolar,October,2015,207.22,934
KOLAR,Kolar,July,2018,42.3,1034
KOLAR,Kolar,March,2019,0,1334
KOLAR,Kolar,June,2019,68.9,1400
KOLAR,Kolar,July,2018,42.3,1034
KOLAR,Kolar,March,2015,156.99,1000
KOLAR,Kolar,June,2019,68.9,1067
KOLAR,Kolar,May,2019,96.6,1667
KOLAR,Kolar,January,2019,6.7,1767
KOLAR,Kolar,July,2020,327.5,1867
KOLAR,Kolar,May,2019,96.6,2167
KOLAR,Kolar,April,2020,67.4,267
KOLAR,Kolar,October,2019,165.9,953
KOLAR,Kolar,October,2019,165.9,1067
KOLAR,Kolar,April,2020,67.4,307
KOLAR,Kolar,May,2020,91.9,353
KOLAR,Kolar,May,2020,91.9,387
KOLAR,Kolar,May,2020,91.9,400
KOLAR,Kolar,February,2015,30.05,466
KOLAR,Kolar,March,2015,156.99,366
KOLAR,Kolar,May,2020,91.9,533
KOLAR,Kolar,December,2016,52.7,334
KOLAR,Kolar,December,2016,52.7,334
KOLAR,Kolar,March,2018,51.7,367
KOLAR,Kolar,November,2016,52.7,367
KOLAR,Kolar,May,2018,134.5,400
KOLAR,Kolar,January,2018,0,400
KOLAR,Kolar,January,2018,0,400
KOLAR,Kolar,November,2016,52.7,467
KOLAR,Kolar,January,2018,0,450
KOLAR,Kolar,March,2018,51.7,467
KOLAR,Kolar,March,2020,12.4,467
KOLAR,Kolar,May,2017,97.33,500
KOLAR,Kolar,April,2017,34.83,534
KOLAR,Kolar,May,2018,134.5,367
KOLAR,Kolar,May,2017,97.33,533
KOLAR,Kolar,May,2017,97.33,500
KOLAR,Kolar,May,2018,134.5,546
KOLAR,Kolar,May,2018,134.5,613
KOLAR,Kolar,April,2018,21.9,634
KOLAR,Kolar,December,2019,18,646
KOLAR,Kolar,April,2018,21.9,647
KOLAR,Kolar,April,2017,34.83,800
KOLAR,Kolar,August,2018,41.3,667
KOLAR,Kolar,August,2018,41.3,734
KOLAR,Kolar,March,2017,45.4,1134
KOLAR,Kolar,December,2019,18,708
KOLAR,Kolar,April,2016,9.37,1200
KOLAR,Kolar,January,2018,0,353
KOLAR,Kolar,May,2017,97.33,500
KOLAR,Malur,July,2020,327.5,2000
KOLAR,Malur,August,2019,82.7,2000
KOLAR,Malur,September,2017,97.33,2000
KOLAR,Malur,July,2016,52.7,1690
KOLAR,Malur,July,2016,52.7,2000
KOLAR,Malur,July,2016,52.7,2000
KOLAR,Malur,July,2017,97.33,3750
DAKSHINA KANNADA,Mangalore,May,2020,172.6,900
DAKSHINA KANNADA,Mangalore,May,2020,172.6,900
DAKSHINA KANNADA,Mangalore,September,2020,821.7,3000
DAKSHINA KANNADA,Mangalore,August,2020,952.6,3000
KOLAR,Mulabagilu,April,2020,67.4,265
KOLAR,Mulabagilu,May,2020,91.9,300
KOLAR,Mulabagilu,November,2016,52.7,265
KOLAR,Mulabagilu,April,2017,34.83,265
KOLAR,Mulabagilu,August,2015,207.22,265
KOLAR,Mulabagilu,April,2016,9.37,300
KOLAR,Mulabagilu,February,2018,4.9,335
KOLAR,Mulabagilu,November,2016,52.7,335
KOLAR,Mulabagilu,March,2016,29.77,335
KOLAR,Mulabagilu,April,2017,34.83,335
KOLAR,Mulabagilu,May,2017,97.33,365
KOLAR,Mulabagilu,February,2018,4.9,365
KOLAR,Mulabagilu,December,2017,97.33,365
KOLAR,Mulabagilu,February,2018,4.9,400
KOLAR,Mulabagilu,February,2016,12.82,435
KOLAR,Mulabagilu,February,2018,4.9,435
KOLAR,Mulabagilu,August,2018,41.3,435
KOLAR,Mulabagilu,February,2016,12.82,465
KOLAR,Mulabagilu,April,2018,21.9,500
KOLAR,Mulabagilu,September,2018,113.3,500
KOLAR,Mulabagilu,September,2018,113.3,500
KOLAR,Mulabagilu,September,2015,207.22,600
KOLAR,Mulabagilu,September,2015,207.22,600
KOLAR,Mulabagilu,September,2018,113.3,600
KOLAR,Mulabagilu,November,2016,52.7,300
KOLAR,Mulabagilu,December,2016,52.7,400
KOLAR,Mulabagilu,December,2016,52.7,435
KOLAR,Mulabagilu,December,2016,52.7,465
KOLAR,Mulabagilu,May,2018,134.5,535
KOLAR,Mulabagilu,October,2016,52.7,535
KOLAR,Mulabagilu,March,2015,156.99,535
KOLAR,Mulabagilu,August,2015,207.22,665
KOLAR,Mulabagilu,August,2016,52.7,465
KOLAR,Mulabagilu,February,2015,30.05,600
KOLAR,Mulabagilu,February,2015,30.05,635
KOLAR,Mulabagilu,December,2020,29.4,666
KOLAR,Mulabagilu,December,2020,29.4,666
KOLAR,Mulabagilu,August,2019,82.7,833
KOLAR,Mulabagilu,November,2020,140.6,1000
KOLAR,Mulabagilu,December,2020,29.4,1000
KOLAR,Mulabagilu,November,2020,140.6,1000
KOLAR,Mulabagilu,October,2019,165.9,1500
KOLAR,Kolar,October,2016,52.7,800
KOLAR,Kolar,March,2016,29.77,534
KOLAR,Kolar,March,2017,45.4,1200
KOLAR,Kolar,January,2018,0,467
KOLAR,Kolar,March,2020,12.4,533
KOLAR,Kolar,March,2020,12.4,533
KOLAR,Kolar,March,2020,12.4,600
KOLAR,Kolar,April,2015,19.8,600
KOLAR,Kolar,June,2020,76.9,667
KOLAR,Kolar,December,2020,29.4,667
KOLAR,Kolar,February,2020,0,667
KOLAR,Kolar,February,2020,0,767
KOLAR,Kolar,December,2019,18,700
KOLAR,Kolar,January,2020,0,720
KOLAR,Kolar,December,2019,18,786
KOLAR,Kolar,December,2019,18,785
KOLAR,Kolar,January,2020,0,687
KOLAR,Kolar,August,2019,82.7,900
KOLAR,Kolar,March,2019,0,1000
KOLAR,Kolar,January,2020,0,986
KOLAR,Kolar,November,2019,19.9,1067
KOLAR,Kolar,April,2019,75.5,1333
KOLAR,Kolar,February,2018,4.9,400
KOLAR,Kolar,February,2018,4.9,434
KOLAR,Kolar,December,2016,52.7,434
KOLAR,Kolar,November,2016,52.7,500
KOLAR,Kolar,January,2018,0,500
KOLAR,Kolar,October,2016,52.7,600
KOLAR,Kolar,November,2018,11.9,567
KOLAR,Kolar,August,2018,41.3,567
KOLAR,Kolar,September,2018,113.3,600
KOLAR,Kolar,August,2018,41.3,600
KOLAR,Kolar,February,2016,12.82,667
KOLAR,Kolar,November,2018,11.9,633
KOLAR,Kolar,August,2016,52.7,534
KOLAR,Kolar,March,2019,0,667
KOLAR,Kolar,October,2018,75,667
KOLAR,Kolar,March,2018,51.7,667
KOLAR,Kolar,March,2019,0,700
KOLAR,Kolar,June,2018,42.9,734
KOLAR,Kolar,May,2018,134.5,834
KOLAR,Kolar,April,2016,9.37,1000
KOLAR,Kolar,July,2018,42.3,934
KOLAR,Kolar,November,2015,207.22,1200
KOLAR,Kolar,September,2016,52.7,976
KOLAR,Kolar,July,2018,42.3,1000
KOLAR,Kolar,March,2019,0,1000
KOLAR,Kolar,April,2016,9.37,1167
KOLAR,Kolar,March,2017,45.4,1400
KOLAR,Kolar,March,2017,45.4,1400
KOLAR,Kolar,June,2017,97.33,1533
KOLAR,Kolar,July,2018,42.3,1200
KOLAR,Kolar,December,2015,207.22,1867
KOLAR,Kolar,July,2018,42.3,1334
KOLAR,Kolar,November,2019,19.9,1167
KOLAR,Kolar,February,2017,16.18,1534
KOLAR,Kolar,May,2017,97.33,867
KOLAR,Mulabagilu,August,2020,118.2,1333
KOLAR,Mulabagilu,September,2019,127,2333
KOLAR,Mulabagilu,August,2019,82.7,1000
KOLAR,Mulabagilu,March,2020,12.4,600
KOLAR,Mulabagilu,February,2020,0,533
KOLAR,Mulabagilu,February,2020,0,533
KOLAR,Mulabagilu,February,2019,46.2,665
KOLAR,Mulabagilu,February,2019,46.2,665
KOLAR,Mulabagilu,June,2018,42.9,665
KOLAR,Mulabagilu,May,2018,134.5,665
KOLAR,Mulabagilu,February,2019,46.2,665
KOLAR,Mulabagilu,February,2019,46.2,665
KOLAR,Mulabagilu,July,2016,52.7,665
KOLAR,Mulabagilu,September,2017,97.33,700
KOLAR,Mulabagilu,December,2017,97.33,735
KOLAR,Mulabagilu,September,2016,52.7,735
KOLAR,Mulabagilu,January,2018,0,735
KOLAR,Mulabagilu,July,2016,52.7,735
KOLAR,Mulabagilu,February,2019,46.2,735
KOLAR,Mulabagilu,January,2020,0,665
KOLAR,Mulabagilu,July,2015,207.22,800
KOLAR,Mulabagilu,June,2020,76.9,835
KOLAR,Mulabagilu,March,2019,0,835
KOLAR,Mulabagilu,November,2018,11.9,835
KOLAR,Mulabagilu,June,2018,42.9,835
KOLAR,Mulabagilu,November,2018,11.9,835
KOLAR,Mulabagilu,June,2015,207.22,1000
KOLAR,Mulabagilu,July,2016,52.7,1000
KOLAR,Mulabagilu,December,2015,207.22,1000
KOLAR,Mulabagilu,March,2019,0,1000
KOLAR,Mulabagilu,April,2015,19.8,1000
KOLAR,Mulabagilu,March,2019,0,1000
KOLAR,Mulabagilu,May,2015,207.22,1035
KOLAR,Mulabagilu,September,2017,97.33,1165
KOLAR,Mulabagilu,November,2018,11.9,1165
KOLAR,Mulabagilu,August,2020,118.2,1200
KOLAR,Mulabagilu,September,2017,97.33,1335
KOLAR,Mulabagilu,August,2020,118.2,1335
KOLAR,Mulabagilu,August,2020,118.2,1335
KOLAR,Mulabagilu,October,2020,161.3,1333
KOLAR,Mulabagilu,June,2015,207.22,1100
KOLAR,Mulabagilu,November,2020,140.6,1000
KOLAR,Mulabagilu,June,2015,207.22,1200
KOLAR,Mulabagilu,June,2015,207.22,1200
KOLAR,Mulabagilu,November,2019,19.9,1535
KOLAR,Mulabagilu,September,2020,178.7,1333
KOLAR,Mulabagilu,October,2016,52.7,900
KOLAR,Mulabagilu,October,2016,52.7,965
KOLAR,Mulabagilu,October,2018,75,1000
KOLAR,Mulabagilu,April,2019,75.5,1235
KOLAR,Mulabagilu,June,2015,207.22,1335
KOLAR,Mulabagilu,October,2016,52.7,1100
KOLAR,Mulabagilu,October,2015,207.22,1265
KOLAR,Mulabagilu,July,2020,327.5,1665
KOLAR,Kolar,June,2017,97.33,1467
KOLAR,Kolar,June,2017,97.33,1467
KOLAR,Kolar,July,2018,42.3,1213
KOLAR,Kolar,September,2015,207.22,1034
KOLAR,Kolar,June,2017,97.33,1466
KOLAR,Kolar,January,2015,0.37,933
KOLAR,Kolar,October,2015,207.22,1467
KOLAR,Kolar,July,2018,42.3,1267
KOLAR,Kolar,October,2015,207.22,1467
KOLAR,Kolar,September,2017,97.33,1300
KOLAR,Kolar,October,2017,97.33,1400
KOLAR,Kolar,April,2019,75.5,1500
KOLAR,Kolar,June,2020,76.9,833
KOLAR,Kolar,May,2016,52.7,2134
KOLAR,Kolar,June,2017,97.33,3334
KOLAR,Kolar,April,2015,19.8,1000
KOLAR,Kolar,December,2015,207.22,1934
KOLAR,Kolar,April,2019,75.5,1667
KOLAR,Kolar,July,2020,327.5,1800
KOLAR,Kolar,September,2015,207.22,1400
KOLAR,Kolar,May,2015,207.22,1066
KOLAR,Kolar,July,2020,327.5,1733
KOLAR,Kolar,June,2015,207.22,833
KOLAR,Kolar,June,2015,207.22,933
KOLAR,Kolar,July,2015,207.22,1200
KOLAR,Kolar,November,2020,140.6,1467
KOLAR,Kolar,October,2016,52.7,1800
KOLAR,Kolar,January,2016,0.76,2000
KOLAR,Kolar,October,2020,161.3,1600
KOLAR,Kolar,November,2020,140.6,1600
KOLAR,Kolar,November,2015,207.22,2334
KOLAR,Kolar,October,2020,161.3,1667
KOLAR,Kolar,October,2020,161.3,1600
KOLAR,Kolar,December,2017,97.33,2000
KOLAR,Kolar,July,2016,52.7,2334
KOLAR,Kolar,July,2016,52.7,2400
KOLAR,Kolar,October,2017,97.33,2334
KOLAR,Kolar,June,2015,207.22,1000
KOLAR,Kolar,July,2017,97.33,4667
KOLAR,Kolar,December,2020,29.4,1667
KOLAR,Kolar,August,2017,97.33,3000
KOLAR,Kolar,May,2015,207.22,1333
KOLAR,Kolar,July,2017,97.33,3087
KOLAR,Kolar,June,2015,207.22,1233
KOLAR,Kolar,January,2016,0.76,2134
KOLAR,Kolar,January,2016,0.76,2334
KOLAR,Kolar,November,2015,207.22,2665
KOLAR,Kolar,September,2020,178.7,1933
KOLAR,Kolar,May,2016,52.7,3500
KOLAR,Kolar,November,2015,207.22,3500
KOLAR,Kolar,January,2016,0.76,3453
KOLAR,Kolar,August,2017,97.33,3000
KOLAR,Kolar,July,2017,97.33,3920
KOLAR,Kolar,July,2017,97.33,3934
KOLAR,Kolar,September,2020,178.7,2133
KOLAR,Mulabagilu,January,2019,6.7,835
KOLAR,Mulabagilu,March,2017,45.4,1165
KOLAR,Mulabagilu,February,2017,16.18,1335
KOLAR,Mulabagilu,January,2017,0.92,1365
KOLAR,Mulabagilu,April,2016,9.37,1400
KOLAR,Mulabagilu,February,2017,16.18,1500
KOLAR,Mulabagilu,February,2017,16.18,1500
KOLAR,Mulabagilu,November,2019,19.9,1665
KOLAR,Mulabagilu,November,2019,19.9,1665
KOLAR,Mulabagilu,July,2019,36.1,1665
KOLAR,Mulabagilu,April,2019,75.5,1665
KOLAR,Mulabagilu,November,2015,207.22,1835
KOLAR,Mulabagilu,January,2016,0.76,1835
KOLAR,Mulabagilu,July,2019,36.1,1835
KOLAR,Mulabagilu,July,2019,36.1,2000
KOLAR,Mulabagilu,May,2019,96.6,2000
KOLAR,Mulabagilu,January,2019,6.7,2000
KOLAR,Mulabagilu,November,2017,97.33,2000
KOLAR,Mulabagilu,April,2019,75.5,2000
KOLAR,Mulabagilu,May,2019,96.6,2000
KOLAR,Mulabagilu,January,2019,6.7,2235
KOLAR,Mulabagilu,November,2015,207.22,2065
KOLAR,Mulabagilu,June,2016,52.7,1835
KOLAR,Mulabagilu,June,2019,68.9,2000
KOLAR,Mulabagilu,July,2017,97.33,2400
KOLAR,Mulabagilu,June,2020,76.9,2500
KOLAR,Mulabagilu,May,2019,96.6,2665
KOLAR,Mulabagilu,June,2016,52.7,3000
KOLAR,Mulabagilu,July,2017,97.33,3500
KOLAR,Mulabagilu,May,2016,52.7,2700
KOLAR,Mulabagilu,May,2016,52.7,3165
KOLAR,Mulabagilu,November,2015,207.22,5000
MYSURU,Mysore (Bandipalya),November,2016,37.5,300
MYSURU,Mysore (Bandipalya),March,2016,22.26,400
MYSURU,Mysore (Bandipalya),September,2018,102.4,350
MYSURU,Mysore (Bandipalya),August,2016,37.5,350
MYSURU,Mysore (Bandipalya),February,2020,4.3,400
MYSURU,Mysore (Bandipalya),October,2016,37.5,400
MYSURU,Mysore (Bandipalya),March,2020,19.9,450
MYSURU,Mysore (Bandipalya),April,2017,11.65,400
MYSURU,Mysore (Bandipalya),December,2017,85.32,450
MYSURU,Mysore (Bandipalya),March,2016,22.26,450
MYSURU,Mysore (Bandipalya),July,2018,126.6,450
MYSURU,Mysore (Bandipalya),April,2020,50,500
MYSURU,Mysore (Bandipalya),February,2020,4.3,500
MYSURU,Mysore (Bandipalya),March,2020,19.9,550
MYSURU,Mysore (Bandipalya),March,2015,26.89,500
MYSURU,Mysore (Bandipalya),March,2015,26.89,600
MYSURU,Mysore (Bandipalya),August,2016,37.5,1200
MYSURU,Mysore (Bandipalya),January,2018,0,520
MYSURU,Mysore (Bandipalya),May,2017,85.32,550
MYSURU,Mysore (Bandipalya),May,2017,85.32,550
MYSURU,Mysore (Bandipalya),May,2017,85.32,550
KOLAR,Kolar,August,2020,118.2,2067
KOLAR,Kolar,June,2016,52.7,4000
CHIKKAMAGALURU,Koppa,December,2017,125.51,1000
MANDYA,Maddur,August,2016,39.47,400
KOLAR,Malur,February,2017,16.18,1000
KOLAR,Malur,December,2016,52.7,350
KOLAR,Malur,May,2020,91.9,400
KOLAR,Malur,February,2018,4.9,404
KOLAR,Malur,November,2016,52.7,600
KOLAR,Malur,January,2017,0.92,1000
KOLAR,Malur,March,2017,45.4,1000
KOLAR,Malur,April,2019,75.5,1000
KOLAR,Malur,June,2017,97.33,1000
KOLAR,Malur,September,2016,52.7,590
KOLAR,Malur,March,2018,51.7,1000
KOLAR,Malur,October,2015,207.22,1060
KOLAR,Malur,June,2015,207.22,1011
KOLAR,Malur,June,2017,97.33,1000
KOLAR,Malur,July,2015,207.22,1102
KOLAR,Malur,September,2015,207.22,1119
KOLAR,Malur,October,2016,52.7,1140
KOLAR,Malur,September,2017,97.33,1000
KOLAR,Malur,March,2016,29.77,700
KOLAR,Malur,October,2015,207.22,1030
KOLAR,Malur,December,2018,6.3,1000
KOLAR,Malur,April,2020,67.4,1000
KOLAR,Malur,July,2016,52.7,1000
KOLAR,Malur,August,2016,52.7,1375
KOLAR,Malur,August,2015,207.22,1910
KOLAR,Malur,October,2017,97.33,1000
KOLAR,Malur,January,2016,0.76,800
KOLAR,Malur,September,2017,97.33,1500
KOLAR,Malur,October,2018,75,1000
KOLAR,Malur,December,2015,207.22,1000
KOLAR,Malur,January,2016,0.76,1084
KOLAR,Malur,November,2015,207.22,1500
KOLAR,Malur,December,2020,29.4,1250
KOLAR,Malur,November,2019,19.9,2000
KOLAR,Malur,August,2020,118.2,2083
KOLAR,Malur,July,2020,327.5,2000
KOLAR,Malur,July,2019,36.1,2000
KOLAR,Malur,June,2016,52.7,3380
KOLAR,Malur,July,2016,52.7,1846
KOLAR,Malur,July,2016,52.7,1900
KOLAR,Malur,July,2016,52.7,2000
KOLAR,Malur,July,2016,52.7,2050
DAKSHINA KANNADA,Mangalore,April,2020,66.4,1700
DAKSHINA KANNADA,Mangalore,June,2020,705.1,1800
DAKSHINA KANNADA,Mangalore,April,2020,66.4,2000
DAKSHINA KANNADA,Mangalore,September,2020,821.7,3000
